aSmiles,DBAffinityReward,Reward,DBAffinityProperty,Epoch
O=[SH]c1cc(S(=O)(=O)N2CCCCC2)ccc1N(C1CCCCCC1)[SH](=O)=O,-8.289907323641346,-8.289907323641346,8.289907323641346,1
CCC(NC(=S)c1ccnc2ccccc12)c1ccccc1C1CC1,-9.149045070908372,-9.149045070908372,9.149045070908372,1
CC1CCC(=O)N1C1Cc2c(cnn2C)C(NCC(=O)c2ccccc2)C1,-8.772570446223073,-8.772570446223073,8.772570446223073,1
CC(F)(c1cc(C2CCN([SH](=O)=O)CC2)ccc1NC(=O)CS)C1CCCO1,-7.610325341727025,-7.610325341727025,7.610325341727025,1
CC(C)C(c1ccccc1C(C(C)C)S(C)=O)C1CCCc2c1cnn2C,-8.41393510573246,-8.41393510573246,8.41393510573246,1
CC(C)Nc1ccc(C(NC2CC2)C(C)C)cc1-c1ccc2c(c1)OCO2,-6.913737503821057,-6.913737503821057,6.913737503821057,1
CC(SC1CCCC1)C(=O)c1ccc(C2COc3ccccc3O2)cc1-c1ccccc1N,-8.935903401737784,-8.935903401737784,8.935903401737784,1
O=CC(=O)Nc1ccc(S)cc1SS(=O)(=O)c1ccccc1,-7.308487881563713,-7.308487881563713,7.308487881563713,1
O=C([O-])C1CS(=O)(=O)CC1c1ccccc1C(F)O[SH](=O)=O,-6.60635082638994,-6.60635082638994,6.60635082638994,1
CNS(=O)(=O)c1cc(OC=O)ccc1NC(=O)C(=O)NC(N)=O,-7.600564891674525,-7.600564891674525,7.600564891674525,1
O=CCNc1ccc(-c2ccoc2)cc1C(NC12CC3CC(CC(C3)C1)C2)c1c[nH]c2ccccc12,-9.348360256334797,-9.348360256334797,9.348360256334797,1
O=Cc1cccc(C(c2ccccc2)c2ccc3c(c2)C2C=CCC2C(Cc2ccccn2)N3)c1,-9.309835841497884,-9.309835841497884,9.309835841497884,1
O=S(=O)(c1ccc(S(=O)(=O)N2CCC(c3ccccc3)CC2)cc1)C(F)Oc1ccc2c(c1)OCO2,-8.557501660694513,-8.557501660694513,8.557501660694513,1
CC(=O)c1cc(-c2cc(-c3ccccc3)cc3c2OCO3)ccc1-c1nnco1,-8.88045937625211,-8.88045937625211,8.88045937625211,1
C=CCOC(=O)C(=O)c1cc(C(=O)[O-])ccc1-c1ccoc1,-7.219153852604706,-7.219153852604706,7.219153852604706,1
c1ccc(Cc2ccc(C3CCCCCC3)c(NC3CC3)c2)nc1,-8.741024867906521,-8.741024867906521,8.741024867906521,1
O=S1(=O)CCC(c2ccc(-c3cccc(Cl)c3)c(C(F)CC3CCCNC3)c2)C1,-8.608409978506186,-8.608409978506186,8.608409978506186,1
CC(c1cccc(C2CCOC2N(C)CC(=O)C2CCCCC2)c1)C(N)C=O,-7.845944620314581,-7.845944620314581,7.845944620314581,1
N#Cc1ccc(C2CS(=O)(=O)CC2N2CCC(c3ccccc3Cl)C(O)C2)cc1,-8.305039151139022,-8.305039151139022,8.305039151139022,1
C=CCOc1ccc(C(F)(F)F)cc1Cc1ccccn1,-7.7182094619854915,-7.7182094619854915,7.7182094619854915,1
CC(C=S)C(C=O)Nc1cccc(CN(C)C(C)CN)c1,-7.391986821033916,-7.391986821033916,7.391986821033916,1
CCOC(=O)c1ccc(-c2ccc3c(c2)C2C=CCC2C(c2ccon2)N3)c(NC2CC2)c1,-8.94550934403062,-8.94550934403062,8.94550934403062,1
O=C(C(=O)C1CCN([SH](=O)=O)CC1)c1cc(-c2ccccc2-c2ccon2)on1,-9.288720661548496,-9.288720661548496,9.288720661548496,1
Smiles,DBAffinityReward,Reward,DBAffinityProperty,Epoch
N=Cc1ccc(C2CCCCCC2)c(-c2ccc3c(NN)c[nH]c3c2)c1,-9.20822256234128,-9.20822256234128,9.20822256234128,2
C=CNC(=O)NC(=O)CSc1ccccc1-c1ccccc1[N+](=O)[O-],-8.545721472643612,-8.545721472643612,8.545721472643612,2
CC(C)C(c1cccc(C(=O)[O-])c1)N1CCC(c2cccc(O)c2)C(O)C1,-8.598700808527493,-8.598700808527493,8.598700808527493,2
CNCC(=O)c1ccc(C(F)(F)F)cc1NCC(=O)SCC(N)=O,-7.49760087438038,-7.49760087438038,7.49760087438038,2
CC(Sc1cccc(-c2ccno2)c1)C1CCOC1C1CCC([NH3+])C1,-8.735607484845223,-8.735607484845223,8.735607484845223,2
c1cnc(-c2ccccc2Nc2ccc(C3CC3)cc2-c2ccoc2)nc1,-8.50314009874466,-8.50314009874466,8.50314009874466,2
COCc1ccc(C(N)C(C)c2c[nH]c3ccccc23)cc1-c1ccon1,-9.326008181611726,-9.326008181611726,9.326008181611726,2
C#Cc1cc(-c2cc(C(F)(F)F)ccc2[NH2+]C2CCCC2)co1,-8.32982917425033,-8.32982917425033,8.32982917425033,2
Cc1cccc(C2CS(=O)(=O)CC2c2coc(C(C)(C)O)c2)c1,-8.39503441853206,-8.39503441853206,8.39503441853206,2
CC(C)(NCl)c1cccc(OC(C)(C)C2CCCCCC2)c1,-8.416802111760497,-8.416802111760497,8.416802111760497,2
COCCc1ccc(NC(c2c[nH]c3ccccc23)C(C)(C)O)cc1C(=O)[O-],-8.13569547053248,-8.13569547053248,8.13569547053248,2
CN(CC(=O)c1cccc(NC2CC2)c1)S(=O)(=O)c1cccs1,-8.012395624794207,-8.012395624794207,8.012395624794207,2
C=CCOC(=O)C(CC)Nc1ccccc1C1CC(O)C(C2CCCC2)C1,-6.189207700347102,-6.189207700347102,6.189207700347102,2
CC(C)(Cc1ccccn1)Oc1ccccc1C(NC=O)NC(N)=O,-7.41511525281797,-7.41511525281797,7.41511525281797,2
CN(CS(C)(=O)=O)c1cccc(C2Nc3ccc(C4CCC(O)C4)cc3C3C=CCC32)c1,-8.66434508886482,-8.66434508886482,8.66434508886482,2
O=CC1CCOC1c1ccc(C23CC4CC(CC(C4)C2)C3)cc1C1CC1,-8.19570192153585,-8.19570192153585,8.19570192153585,2
O=C([O-])c1cccc(C(F)OS(=O)(=O)c2ccoc2)c1,-6.912212838265032,-6.912212838265032,6.912212838265032,2
CC(C)Oc1ccc(S(C)=O)c(C(=N)C(C)S)c1,-7.074217166452927,-7.074217166452927,7.074217166452927,2
CC(CN)Nc1cccc(OC(=O)C=S)c1,-6.91595349238027,-6.91595349238027,6.91595349238027,2
FC(F)(F)C1CCCCC1c1cccc(C2CCC([NH2+]N3CCCC3)C2)c1,-8.525958226731218,-8.525958226731218,8.525958226731218,2
N#Cc1ccc(C2=CC(C(=O)[O-])CC2)cc1Cc1ncccn1,-9.079718233488014,-9.079718233488014,9.079718233488014,2
CN(CC(=O)c1ccccc1Cl)Cc1ccc(N2CCCC2)cc1,-7.671409931613159,-7.671409931613159,7.671409931613159,2
CCC(Nc1cccc(C2CC(C(=O)[O-])C=C2CCOC)c1)C1CCCCC1,-7.868067703154719,-7.868067703154719,7.868067703154719,2
C=CC(=O)CNC(=O)Nc1cccc(N2CCCC(O)C2)c1,-7.275580989577064,-7.275580989577064,7.275580989577064,2
O=C1CCC(c2cc(-c3nc(C45CC6CC(CC(C6)C4)C5)cs3)ccc2S(=O)(=O)c2ccccc2)N1,-9.391898722071344,-9.391898722071344,9.391898722071344,2
FC(Oc1ccc(-c2cccc(Cl)c2)cc1N1CCOCC1)N1CCCCC1,-7.753290804906637,-7.753290804906637,7.753290804906637,2
C=CCOC1CS(=O)(=O)CC1c1ccccc1N(CC=O)NN,-7.230268343133373,-7.230268343133373,7.230268343133373,2
CS(=O)c1cccc(N(CC=O)C(=N)C=N)c1,-5.588388342527532,-5.588388342527532,5.588388342527532,2
O=C([O-])c1ccc(C2CCCC2)cc1C(=S)C1CC1,-6.824687240840488,-6.824687240840488,6.824687240840488,2
CC(C1CCS(=O)(=O)C1)C(NS(C)=O)C(=O)c1ccc(NC2CC2)cc1,-8.002189978295004,-8.002189978295004,8.002189978295004,2
CCC(N)c1ccccc1C1CCC(=O)N1Nc1ccc([N+](=O)[O-])cc1,-9.239953095288492,-9.239953095288492,9.239953095288492,2
O=CC1C=CC(c2ccc(C3CC(C(=O)[O-])C=C3Cl)cc2NC(=O)CS)C1,-8.213653552950477,-8.213653552950477,8.213653552950477,2
Smiles,DBAffinityReward,Reward,DBAffinityProperty,Epoch
CC1C(C=O)CCCC1c1ccc(NNC2CCCC2O)cc1,-8.03741826095066,-8.03741826095066,8.03741826095066,3
C=CCOc1ccc(C(C)=S)c(S(C)(=O)=O)c1,-4.953152873826004,-4.953152873826004,4.953152873826004,3
O=C(Nc1ncccn1)C(=O)c1ccc(C2CCCC(S(=O)(=O)N3CCCCC3)C2)cc1,-8.874730122314975,-8.874730122314975,8.874730122314975,3
CC(C)C(c1ccc(C2CCS(=O)(=O)C2)cc1)N(CC=O)c1cccc(Cl)c1,-8.67582546278618,-8.67582546278618,8.67582546278618,3
NNc1ccc(-c2ccccn2)cc1-c1cc2c(cc1C(=O)[O-])OCCO2,-8.133697852013654,-8.133697852013654,8.133697852013654,3
CC(Sc1cncnc1)C(=O)c1ccccc1CNC(=O)c1ccc2c(c1)OCO2,-8.69123637949961,-8.69123637949961,8.69123637949961,3
CC(S)C(=O)NCC(C)C(C)(F)c1ccc(C2CCCC2)cc1,-8.223562657784878,-8.223562657784878,8.223562657784878,3
CN(CC(=O)C(=O)C(=O)c1cccc(C#N)c1)S(=O)(=O)N1CCCCC1,-7.663150753424085,-7.663150753424085,7.663150753424085,3
CC(C)(Nc1ccccc1)C(=S)N1CCC(c2ccc3c(c2)OCCO3)C(O)C1,-8.81848257690888,-8.81848257690888,8.81848257690888,3
c1cc(-c2ncc(N3CCC(c4c[nH]c5ccccc45)CC3)cn2)cc(-c2cccs2)c1,-9.373282944845522,-9.373282944845522,9.373282944845522,3
CC(c1ccco1)C(C=O)Nc1ccc(C(=O)C(N)C(C)c2ccc3c(c2)OCO3)cc1,-8.693815390835292,-8.693815390835292,8.693815390835292,3
O=S(c1ccccc1)C1CCCC1C1CC(O)C(c2ccccc2Cl)C1,-10.134727377115183,-10.134727377115183,10.134727377115183,3
Clc1ccc(C2CCCCCC2)cc1N1CCCC1,-7.46292850866064,-7.46292850866064,7.46292850866064,3
CC(SC1CC(N(C)CC(=O)c2ccc3c(c2)OCCO3)CC1O)c1ccccc1,-8.363271122861045,-8.363271122861045,8.363271122861045,3
CCSNC(C)(C)NNc1ccc(C(O)F)cc1,-7.677614169458465,-7.677614169458465,7.677614169458465,3
COCc1ccccc1C1CCCC(c2ccc(N(C)CC=O)s2)C1C,-8.379690888445763,-8.379690888445763,8.379690888445763,3
OC1CCCC1c1cc(C2COc3cc(-c4nccs4)ccc3O2)ccc1-c1ccc2c(c1)OCO2,-9.455240795383162,-9.455240795383162,9.455240795383162,3
O=S(=O)(N[NH2+]C1CCC(c2ccoc2)C1)c1cccc(C2CCCCC2)c1,-8.31175532522996,-8.31175532522996,8.31175532522996,3
COCCc1ccccc1C(=O)C1C=CC(CN(C)C2CCN([SH](=O)=O)CC2)C1,-7.61816610963996,-7.61816610963996,7.61816610963996,3
CN(CC(=O)C1CCNCC1)C1C(c2ccccc2)CCCC1c1nnco1,-8.356816199274709,-8.356816199274709,8.356816199274709,3
OC1CN(c2ccc(Sc3ccccc3)cc2)CCC1c1cncnc1,-9.02772123576788,-9.02772123576788,9.02772123576788,3
O=CNCC(=O)Oc1ccc(Cl)cc1C1CC1,-6.371825396118673,-6.371825396118673,6.371825396118673,3
CN(CC(=O)c1ccc(-c2cccc(OC3=CC(C(=O)[O-])CC3)c2)cc1)C1CCCC1O,-9.829868808609284,-9.829868808609284,9.829868808609284,3
C#Cc1ccc(-c2cncnc2)c(Oc2ccccc2)c1,-7.677063232209226,-7.677063232209226,7.677063232209226,3
C=CCOc1ccc([NH+]2CCc3cc(S(=O)N(C)C)ccc3C2)cc1,-7.462875667142472,-7.462875667142472,7.462875667142472,3
CN(CC=O)c1ccc(-c2ccccc2-c2nc(S(C)(=O)=O)cs2)cc1,-8.222706020264965,-8.222706020264965,8.222706020264965,3
CCOC(=O)c1cc(S(=O)(=O)NCS(C)=O)ccc1-c1cccs1,-7.592423471157517,-7.592423471157517,7.592423471157517,3
CC(C)(O)c1nnc(-c2cccc(-c3cccc(Oc4ccc([N+](=O)[O-])cc4)c3)c2)o1,-7.853852774206333,-7.853852774206333,7.853852774206333,3
NNc1cc(-c2ccccc2)ccc1C1CC(C2CCCO2)CC1O,-8.542270430352687,-8.542270430352687,8.542270430352687,3
Nc1ccc(-c2cc3c(cc2CN[SH](=O)=O)OCCO3)c(C2CCC(=O)N2)c1,-8.468521983869302,-8.468521983869302,8.468521983869302,3
CC(F)S(=O)c1ccc(CCN2CC[NH+](C=N)CC2)cc1,-7.371483261111897,-7.371483261111897,7.371483261111897,3
NC(=S)c1ccnc(S(=O)c2nnc(-c3ccccc3)o2)c1,-6.556175552809018,-6.556175552809018,6.556175552809018,3
CC(C)Cc1ccccc1-c1ccc(S(=O)c2ccco2)cc1,-8.568978983239573,-8.568978983239573,8.568978983239573,3
Smiles,DBAffinityReward,Reward,DBAffinityProperty,Epoch
COCN(C)CC(=O)c1ccc(C#N)cc1-c1ccc2c(c1)C1C=CCC1CN2,-8.649175264231033,-8.649175264231033,8.649175264231033,4
CCC(NC(C)S)c1ccc(N(C)CC(=O)Cl)cc1,-7.676035146552751,-7.676035146552751,7.676035146552751,4
COCCc1cccc(-c2cc(-c3ccc4c(c3)CC[NH+](c3ccccc3[N+](=O)[O-])C4)ccc2[N+](=O)[O-])c1,-8.754065473992666,-8.754065473992666,8.754065473992666,4
CCC(Nc1cccc(C2C=CC(C(=O)c3ccccc3)C2)c1)C(=O)c1ccc([N+](=O)[O-])cc1,-8.866121609213856,-8.866121609213856,8.866121609213856,4
CS(=O)(=O)c1ccc(-c2ccc(C(=O)O)cc2)cc1C#N,-6.96895915464338,-6.96895915464338,6.96895915464338,4
C#CC=Cc1ccccc1C(=O)C(C)Oc1ccccc1Cl,-7.432246978356494,-7.432246978356494,7.432246978356494,4
COCc1ccc(-c2ncc(C(F)ONC(C)C)cn2)cc1,-7.170515198580759,-7.170515198580759,7.170515198580759,4
CC(C=O)Oc1ccc(C2CCCC(C=N)C2C)c(OC(C)C=O)c1,-8.268144020088576,-8.268144020088576,8.268144020088576,4
O=C(C(=O)c1cc(-c2ccoc2)ccc1-c1ccccc1Cl)c1ccccc1,-8.958608549753949,-8.958608549753949,8.958608549753949,4
C#Cc1ccc(-c2ccc(C(c3ccccc3)c3ccccc3[N+](=O)[O-])cc2Cl)cc1,-8.56702194109197,-8.56702194109197,8.56702194109197,4
C=Cc1ccc(C(C)(C)NC=N)cc1-c1cccc(Cl)c1,-7.83083637458108,-7.83083637458108,7.83083637458108,4
O=C1CCC(c2ccccc2N2C(=O)CCC2C2CCOC2)N1c1cccs1,-8.66665164106917,-8.66665164106917,8.66665164106917,4
CS(=O)(=O)c1cc(-c2ccc(C(=O)C3C=CCC3)c(C3CC3)c2)on1,-6.6111934515838415,-6.6111934515838415,6.6111934515838415,4
COCCc1cc(C2CC(O)C(c3ccccc3)C2)ccc1C(O)F,-9.756279422917958,-9.756279422917958,9.756279422917958,4
CC(C)(N)c1cccc(C=Nc2cnc(-c3ccoc3)nc2)c1,-7.731767717583527,-7.731767717583527,7.731767717583527,4
Cn1ncc2c1CCCC2OC1CCC(=O)N1c1ccccc1Nc1ccccc1,-8.449467998916935,-8.449467998916935,8.449467998916935,4
O=S(=O)(c1ccc(SC(O)F)cc1)C1CCCO1,-7.798379126875441,-7.798379126875441,7.798379126875441,4
CC(C)C(c1ccnc(-c2ccc(-c3ccc([N+](=O)[O-])cc3)cc2)c1)C1C=CC(C(=O)[O-])C1,-7.51313035305708,-7.51313035305708,7.51313035305708,4
C#CN(C)Cc1ccc(C2CCCCCC2)c(-c2ccon2)c1,-8.016564211152483,-8.016564211152483,8.016564211152483,4
CC(Sc1ccccc1N)c1cccc(-c2ccccc2)c1,-8.12822519230125,-8.12822519230125,8.12822519230125,4
CC(F)C1CCCC(c2ccnc(-c3cccc(-c4ccccc4)c3)c2)C1,-8.245565320098263,-8.245565320098263,8.245565320098263,4
COCc1cc(-c2cccc3c(C#N)ccnc23)ccc1S(C)=O,-8.483821010794244,-8.483821010794244,8.483821010794244,4
O=C(CSc1ccccc1C1CCCC1)NC1CCC(=O)N1c1ccco1,-9.054942342123809,-9.054942342123809,9.054942342123809,4
CC(c1cc(NC2CC2)ccc1C1CCC(=O)N1)C(N)C(=O)[SH]=O,-8.300597067255763,-8.300597067255763,8.300597067255763,4
O=CNCc1cc(C(=S)c2cccs2)ccc1C(=O)O,-8.40977749070992,-8.40977749070992,8.40977749070992,4
O=C1CCC(c2ccccc2-c2ccc(-c3ccc(C45CC6CC(CC(C6)C4)C5)cc3)cc2)N1,-9.125118332826972,-9.125118332826972,9.125118332826972,4
CS(=O)(=O)c1ccc(-c2ccc3c(c2)OCO3)cc1-c1ncc(-c2ccccc2)cn1,-8.159475725394433,-8.159475725394433,8.159475725394433,4
CC1CCCCC1OC(=O)C1CCN(S(=O)(=O)c2cccc(C(C)C(N)C=O)c2)CC1,-5.990417164365014,-5.990417164365014,5.990417164365014,4
CC(O)C(=O)c1ccccc1N(C)CC(=O)C(N)C(C)C1CCCCC1C,-7.952468618674646,-7.952468618674646,7.952468618674646,4
CN(C)c1cc(-c2ccc([N+](=O)[O-])c(Cc3ccccn3)c2)ccc1-c1cccs1,-8.899492628848993,-8.899492628848993,8.899492628848993,4
COCCCNS(=O)(=O)c1coc(SC(C)C(=O)c2ccccc2)c1,-7.587763783622426,-7.587763783622426,7.587763783622426,4
CC(C)(ONC=O)c1ccc(-c2ccccc2)c(N2CCCC2)c1,-8.167160969948158,-8.167160969948158,8.167160969948158,4
Smiles,DBAffinityReward,Reward,DBAffinityProperty,Epoch
C=CNc1ccccc1-c1cccc(NC(=O)C(=O)c2ccoc2)c1,-9.118262484366804,-9.118262484366804,9.118262484366804,5
NC(=O)C(=O)c1cccc(C(=O)C(=O)NC(=O)C(=O)Nc2cscn2)c1,-8.418431907288406,-8.418431907288406,8.418431907288406,5
O=C(CN(c1ccccc1-c1ccccc1)C1CCNCC1O)c1ccco1,-9.004634040254244,-9.004634040254244,9.004634040254244,5
O=C(Nc1cc(-c2ccc3c(c2)OCO3)ccc1[N+](=O)[O-])c1ccc(-c2ccccc2Cl)cc1,-9.524771931242864,-9.524771931242864,9.524771931242864,5
COCc1ccc(C=CC2CCCO2)cc1-c1ccc2c(c1)OCO2,-7.357577425547079,-7.357577425547079,7.357577425547079,5
O=C(C(=O)c1ccco1)c1cccc(-c2coc(C(=O)[O-])c2)c1,-8.466796263786893,-8.466796263786893,8.466796263786893,5
CC(c1cccc(-c2cccc(-c3ccc([SH](=O)=O)cc3)c2)c1)N1CC[NH+](NN)CC1,-7.00575765371016,-7.00575765371016,7.00575765371016,5
Nc1ccccc1Sc1cccc(-c2cccc(-c3cccc(Cl)c3)c2)c1,-8.437164151587607,-8.437164151587607,8.437164151587607,5
CCC(NC(F)Oc1ccccc1)C(=O)C(=O)CNc1ccccc1[N+](=O)[O-],-8.312186632615202,-8.312186632615202,8.312186632615202,5
O=S(NC(=S)C1Nc2ccccc2C2C=CCC12)c1ccc(C2COc3ccccc3O2)cc1,-8.42954501305705,-8.42954501305705,8.42954501305705,5
C#CC(F)(CCl)c1ccccc1C(=O)C(C)O,-6.834853917687619,-6.834853917687619,6.834853917687619,5
C=Cc1ccccc1NC(C)Sc1ccc(-c2ccccc2Cl)cc1,-8.06161093825915,-8.06161093825915,8.06161093825915,5
CC1CCCCC1C1CCC([NH+](c2ccccc2)c2ccccc2-c2ccccc2)C1,-8.490390026516495,-8.490390026516495,8.490390026516495,5
Cn1ncc2c1CC(Cl)CC2c1ccccc1-c1cccc(-c2ccoc2)c1,-8.77960422254842,-8.77960422254842,8.77960422254842,5
O=COc1coc(-c2cc(C(F)(F)F)ccc2-c2ccc([N+](=O)[O-])cc2)c1,-8.349701034643859,-8.349701034643859,8.349701034643859,5
CC(F)(c1ccccc1)c1cccc(-c2ccc3c(c2)CC[NH+](C2CCS(=O)(=O)C2)C3)c1,-9.181846198994403,-9.181846198994403,9.181846198994403,5
C=CCOc1cc(C2CC2)ccc1NC(=O)CSC=C,-6.803367560731043,-6.803367560731043,6.803367560731043,5
C#CN(C)Cc1ccc(C=C)cc1-c1ccnc2ccccc12,-8.228645724169036,-8.228645724169036,8.228645724169036,5
O=C([O-])c1ccc(-c2ccccc2[N+](=O)[O-])c(C2CS(=O)(=O)CC2C2CCS(=O)(=O)C2)c1,-7.787612940077038,-7.787612940077038,7.787612940077038,5
CCOC(=O)c1ccc(C(F)Oc2ccc3c(c2)OCO3)cc1NN,-7.360327930414424,-7.360327930414424,7.360327930414424,5
CS(=O)(=O)c1cc(Cl)ccc1-c1ccoc1,-6.303186312273563,-6.303186312273563,6.303186312273563,5
CC(C=O)OC(=O)C(C)ON1CCC(c2ccccc2-c2ccc3c(c2)OCO3)CC1,-8.206174310889505,-8.206174310889505,8.206174310889505,5
O=C(CNc1ccc2c(c1)OCC(c1ccc([N+](=O)[O-])cc1)O2)c1cccc(-c2ccon2)c1,-9.153232667449966,-9.153232667449966,9.153232667449966,5
